x	y
1	0.02
2	0.02
3	0.02
4	0.04
5	0.05
6	0.05
7	0.05
8	0.04
9	0.04
10	0.04
11	0.05
12	0.07
13	0.1
14	0.16
15	0.26
16	0.39
17	0.55
18	0.72
19	0.88
20	0.97
21	1
22	1
23	0.97
24	0.91
25	0.86
26	0.8
27	0.74
28	0.69
29	0.64
30	0.61
31	0.58
32	0.56
33	0.55
34	0.53
35	0.53
36	0.51
37	0.51
38	0.51
39	0.51
40	0.51
