x	y
1	0.02
2	0.02
3	0.06
4	0.37
5	1
6	0.91
7	0.48
8	0.24
9	0.16
10	0.16
11	0.18
12	0.21
13	0.23
14	0.19
15	0.14
16	0.08
17	0.05
18	0.02
19	0.02
20	0.02
21	0.02
22	0.02
23	0.02
24	0.02
25	0.02
26	0.02
27	0.02
28	0.02
29	0.02
30	0.02
31	0.02
32	0.02
33	0.02
34	0.02
35	0.02
36	0.02
37	0.02
38	0.02
39	0.02
40	0.02
