SA_fleet	species	age_quarters	selectivity
S-ID-PH-7	YFT	2	0.57
S-ID-PH-7	YFT	3	1
S-ID-PH-7	YFT	4	0.93
S-ID-PH-7	YFT	5	0.66
S-ID-PH-7	YFT	6	0.52
S-ID-PH-7	YFT	7	0.45
S-ID-PH-7	YFT	8	0.39
S-ID-PH-7	YFT	9	0.32
S-ID-PH-7	YFT	10	0.27
S-ID-PH-7	YFT	11	0.22
S-ID-PH-7	YFT	12	0.17
S-ID-PH-7	YFT	13	0.12
S-ID-PH-7	YFT	14	0.1
S-ID-PH-7	YFT	15	0.1
S-ID-PH-7	YFT	16	0.08
S-ID-PH-7	YFT	17	0.08
S-ID-PH-7	YFT	18	0.08
S-ID-PH-7	YFT	19	0.08
S-ID-PH-7	YFT	20	0.05
S-ID-PH-7	YFT	21	0.05
S-ID-PH-7	YFT	22	0.05
S-ID-PH-7	YFT	23	0.05
S-ID-PH-7	YFT	24	0.05
S-ID-PH-7	YFT	25	0.05
S-ID-PH-7	YFT	26	0.05
S-ID-PH-7	YFT	27	0.05
S-ID-PH-7	YFT	28	0.05
S-ASS-ALL-8	YFT	1	0.35
S-ASS-ALL-8	YFT	2	0.57
S-ASS-ALL-8	YFT	3	1
S-ASS-ALL-8	YFT	4	0.93
S-ASS-ALL-8	YFT	5	0.67
S-ASS-ALL-8	YFT	6	0.52
S-ASS-ALL-8	YFT	7	0.44
S-ASS-ALL-8	YFT	8	0.4
S-ASS-ALL-8	YFT	9	0.32
S-ASS-ALL-8	YFT	10	0.27
S-ASS-ALL-8	YFT	11	0.23
S-ASS-ALL-8	YFT	12	0.18
S-ASS-ALL-8	YFT	13	0.13
S-ASS-ALL-8	YFT	14	0.11
S-ASS-ALL-8	YFT	15	0.11
S-ASS-ALL-8	YFT	16	0.08
S-ASS-ALL-8	YFT	17	0.08
S-ASS-ALL-8	YFT	18	0.08
S-ASS-ALL-8	YFT	19	0.08
S-ASS-ALL-8	YFT	20	0.05
S-ASS-ALL-8	YFT	21	0.05
S-ASS-ALL-8	YFT	22	0.05
S-ASS-ALL-8	YFT	23	0.05
S-ASS-ALL-8	YFT	24	0.05
S-ASS-ALL-8	YFT	25	0.05
S-ASS-ALL-8	YFT	26	0.05
S-ASS-ALL-8	YFT	27	0.05
S-ASS-ALL-8	YFT	28	0.05
L-ALL-9	YFT	1	0
L-ALL-9	YFT	2	0
L-ALL-9	YFT	3	0
L-ALL-9	YFT	4	0
L-ALL-9	YFT	5	0.03
L-ALL-9	YFT	6	0.13
L-ALL-9	YFT	7	0.32
L-ALL-9	YFT	8	0.62
L-ALL-9	YFT	9	0.88
L-ALL-9	YFT	10	1
L-ALL-9	YFT	11	0.96
L-ALL-9	YFT	12	0.86
L-ALL-9	YFT	13	0.71
L-ALL-9	YFT	14	0.61
L-ALL-9	YFT	15	0.54
L-ALL-9	YFT	16	0.47
L-ALL-9	YFT	17	0.42
L-ALL-9	YFT	18	0.39
L-ALL-9	YFT	19	0.37
L-ALL-9	YFT	20	0.37
L-ALL-9	YFT	21	0.35
L-ALL-9	YFT	22	0.35
L-ALL-9	YFT	23	0.35
L-ALL-9	YFT	24	0.35
L-ALL-9	YFT	25	0.35
L-ALL-9	YFT	26	0.35
L-ALL-9	YFT	27	0.35
L-ALL-9	YFT	28	0.35
S-UNA-ALL-7	YFT	1	0.08
S-UNA-ALL-7	YFT	2	0.13
S-UNA-ALL-7	YFT	3	0.3
S-UNA-ALL-7	YFT	4	0.42
S-UNA-ALL-7	YFT	5	0.5
S-UNA-ALL-7	YFT	6	0.57
S-UNA-ALL-7	YFT	7	0.69
S-UNA-ALL-7	YFT	8	0.84
S-UNA-ALL-7	YFT	9	0.96
S-UNA-ALL-7	YFT	10	1
S-UNA-ALL-7	YFT	11	1
S-UNA-ALL-7	YFT	12	0.96
S-UNA-ALL-7	YFT	13	0.88
S-UNA-ALL-7	YFT	14	0.84
S-UNA-ALL-7	YFT	15	0.79
S-UNA-ALL-7	YFT	16	0.76
S-UNA-ALL-7	YFT	17	0.72
S-UNA-ALL-7	YFT	18	0.72
S-UNA-ALL-7	YFT	19	0.69
S-UNA-ALL-7	YFT	20	0.66
S-UNA-ALL-7	YFT	21	0.66
S-UNA-ALL-7	YFT	22	0.66
S-UNA-ALL-7	YFT	23	0.66
S-UNA-ALL-7	YFT	24	0.66
S-UNA-ALL-7	YFT	25	0.66
S-UNA-ALL-7	YFT	26	0.66
S-UNA-ALL-7	YFT	27	0.66
S-UNA-ALL-7	YFT	28	0.66
S-UNA-ALL-8	YFT	1	0.08
S-UNA-ALL-8	YFT	2	0.18
S-UNA-ALL-8	YFT	3	0.47
S-UNA-ALL-8	YFT	4	0.81
S-UNA-ALL-8	YFT	5	0.97
S-UNA-ALL-8	YFT	6	1
S-UNA-ALL-8	YFT	7	0.9
S-UNA-ALL-8	YFT	8	0.81
S-UNA-ALL-8	YFT	9	0.68
S-UNA-ALL-8	YFT	10	0.56
S-UNA-ALL-8	YFT	11	0.46
S-UNA-ALL-8	YFT	12	0.39
S-UNA-ALL-8	YFT	13	0.34
S-UNA-ALL-8	YFT	14	0.31
S-UNA-ALL-8	YFT	15	0.29
S-UNA-ALL-8	YFT	16	0.27
S-UNA-ALL-8	YFT	17	0.25
S-UNA-ALL-8	YFT	18	0.25
S-UNA-ALL-8	YFT	19	0.22
S-UNA-ALL-8	YFT	20	0.22
S-UNA-ALL-8	YFT	21	0.22
S-UNA-ALL-8	YFT	22	0.22
S-UNA-ALL-8	YFT	23	0.22
S-UNA-ALL-8	YFT	24	0.22
S-UNA-ALL-8	YFT	25	0.22
S-UNA-ALL-8	YFT	26	0.22
S-UNA-ALL-8	YFT	27	0.22
S-UNA-ALL-8	YFT	28	0.22
L-AU-9	YFT	1	0
L-AU-9	YFT	2	0
L-AU-9	YFT	3	0
L-AU-9	YFT	4	0
L-AU-9	YFT	5	0
L-AU-9	YFT	6	0.11
L-AU-9	YFT	7	0.56
L-AU-9	YFT	8	0.81
L-AU-9	YFT	9	0.69
L-AU-9	YFT	10	0.55
L-AU-9	YFT	11	0.49
L-AU-9	YFT	12	0.49
L-AU-9	YFT	13	0.54
L-AU-9	YFT	14	0.62
L-AU-9	YFT	15	0.69
L-AU-9	YFT	16	0.76
L-AU-9	YFT	17	0.81
L-AU-9	YFT	18	0.86
L-AU-9	YFT	19	0.91
L-AU-9	YFT	20	0.93
L-AU-9	YFT	21	0.96
L-AU-9	YFT	22	0.98
L-AU-9	YFT	23	0.98
L-AU-9	YFT	24	1
L-AU-9	YFT	25	1
L-AU-9	YFT	26	1
L-AU-9	YFT	27	1
L-AU-9	YFT	28	1
