x	y
1.000	25.402
2.000	41.498
3.000	49.138
4.000	58.731
5.000	72.599
6.000	86.203
7.000	96.817
8.000	105.992
9.000	112.962
10.000	118.794
11.000	123.561
12.000	127.939
13.000	131.653
14.000	134.939
15.000	137.506
16.000	139.996
17.000	142.251
18.000	144.159
19.000	145.599
20.000	147.018
21.000	148.277
22.000	149.702
23.000	150.162
24.000	150.969
25.000	151.852
26.000	152.511
27.000	152.795
28.000	153.497
