"","LON5","LAT5","YY","MM","avg_sst"
"6629",135,-5,2008,2,29.1367639098556
"6630",140,-5,2008,2,29.7078656308791
"6631",145,-5,2008,2,29.8582030576163
"6632",145,-5,2008,2,29.8582030576163
"6633",150,-5,2008,2,29.9065003716649
"6634",150,-5,2008,2,29.9065003716649
"6635",155,-5,2008,2,29.4372877814936
"6636",160,-5,2008,2,29.3880443347607
"6637",165,-5,2008,2,28.8949768041173
"6638",165,-5,2008,2,28.8949768041173
"6639",170,-5,2008,2,28.5172979738644
"6640",170,-5,2008,2,28.5172979738644
"6641",175,-5,2008,2,28.3516804851456
"6642",175,-5,2008,2,28.3516804851456
"6643",180,-5,2008,2,28.173656197289
"6644",110,10,2008,2,25.4467644256005
"6645",115,10,2008,2,27.0471192403086
"6646",135,-10,2008,2,29.4593134479735
"6647",140,-10,2008,2,29.8908431467787
"6648",145,-10,2008,2,29.1868318870936
"6649",145,-10,2008,2,29.1868318870936
"6650",150,-10,2008,2,30.1745628435556
"6651",150,-10,2008,2,30.1745628435556
"6652",155,-10,2008,2,30.0702711566952
"6653",155,-10,2008,2,30.0702711566952
"6654",160,-10,2008,2,29.5522993541748
"6655",160,-10,2008,2,29.5522993541748
"6656",165,-10,2008,2,28.9278891167929
"6657",170,-10,2008,2,28.8015747954446
"6658",175,-10,2008,2,28.7944515385017
"6659",175,-10,2008,2,28.7944515385017
"6660",180,-10,2008,2,28.5895391327965
"6661",110,15,2008,2,24.1686317027935
"6662",115,15,2008,2,25.9284762196268
"6663",150,-15,2008,2,29.6601539492082
"6664",155,-15,2008,2,29.5735971664294
"6665",160,-15,2008,2,29.5315091589127
"6666",175,-15,2008,2,28.6627686616435
"6667",175,-15,2008,2,28.6627686616435
"6668",125,25,2008,2,22.7351220629571
"6669",125,30,2008,2,13.5564944644925
"6670",135,30,2008,2,19.7770133097275
"6671",140,30,2008,2,19.6779977447298
"6672",140,35,2008,2,17.7053258945049
"6673",140,40,2008,2,7.46295658217468
"6674",145,40,2008,2,7.63608289019477
"6675",175,-40,2008,2,19.043284024189
"6676",120,0,2008,3,29.3292771569259
"6677",125,0,2008,3,29.7158989235989
"6678",130,0,2008,3,29.70236694625
"6679",135,0,2008,3,29.7823358311627
"6680",140,0,2008,3,29.7612521710969
"6681",145,0,2008,3,29.5270105003533
"6682",150,0,2008,3,29.0394110258414
"6683",155,0,2008,3,28.2511448260752
"6684",160,0,2008,3,27.7086369112918
"6685",160,0,2008,3,27.7086369112918
"6686",165,0,2008,3,27.33973761139
"6687",165,0,2008,3,27.33973761139
"6688",170,0,2008,3,26.8176248831664
"6689",175,0,2008,3,26.4465782185024
"6690",120,5,2008,3,29.0126064875989
"6691",125,5,2008,3,29.0765444895713
"6692",130,5,2008,3,29.1036091074217
"6693",135,5,2008,3,29.1680540269755
"6694",140,5,2008,3,29.1186993775345
"6695",145,5,2008,3,29.0456426461901
"6696",150,5,2008,3,28.909589286791
"6697",155,5,2008,3,28.708167425208
"6698",170,5,2008,3,27.7460842663996
"6699",125,-5,2008,3,29.5025662294701
"6700",130,-5,2008,3,29.4661527602742
"6701",135,-5,2008,3,29.6870518703912
"6702",140,-5,2008,3,30.0959110094153
"6703",145,-5,2008,3,30.0422575784458
"6704",150,-5,2008,3,30.3658190730594
"6705",155,-5,2008,3,29.7794345576684
"6706",155,-5,2008,3,29.7794345576684
"6707",160,-5,2008,3,29.1650745297967
"6708",160,-5,2008,3,29.1650745297967
"6709",165,-5,2008,3,28.874688489067
"6710",165,-5,2008,3,28.874688489067
"6711",170,-5,2008,3,28.7763857039181
"6712",170,-5,2008,3,28.7763857039181
"6713",175,-5,2008,3,28.3156686240657
"6714",175,-5,2008,3,28.3156686240657
"6715",180,-5,2008,3,28.3553366433613
"6716",110,10,2008,3,26.2178862533945
"6717",115,10,2008,3,27.1931633158473
"6718",135,10,2008,3,28.4535023438217
"6719",140,-10,2008,3,29.0039786683384
"6720",145,-10,2008,3,28.9712148801874
"6721",145,-10,2008,3,28.9712148801874
"6722",150,-10,2008,3,29.8698147390628
"6723",150,-10,2008,3,29.8698147390628
"6724",155,-10,2008,3,30.0566029767774
"6725",155,-10,2008,3,30.0566029767774
"6726",160,-10,2008,3,30.1623552147113
"6727",160,-10,2008,3,30.1623552147113
"6728",165,-10,2008,3,29.6954796760922
"6729",165,-10,2008,3,29.6954796760922
"6730",170,-10,2008,3,29.502910601328
"6731",170,-10,2008,3,29.502910601328
"6732",175,-10,2008,3,29.2267888357035
"6733",175,-10,2008,3,29.2267888357035
"6734",180,-10,2008,3,29.0252981809965
"6735",110,15,2008,3,25.5604452325989
"6736",115,15,2008,3,26.2118587740692
"6737",150,-15,2008,3,28.167695226638
"6738",155,-15,2008,3,29.1265784721932
"6739",165,-15,2008,3,29.1707089084935
"6740",175,-15,2008,3,29.2683797132963
"6741",175,-15,2008,3,29.2683797132963
"6742",125,25,2008,3,23.2975393483977
"6743",125,30,2008,3,14.129770317312
"6744",135,30,2008,3,19.1122652616855
"6745",140,30,2008,3,19.0020692373767
"6746",140,35,2008,3,17.1230931929258
"6747",140,40,2008,3,7.05428987544437
"6748",145,40,2008,3,6.90609072885795
"6749",170,-40,2008,3,18.7703076838177
"6750",175,-40,2008,3,18.6305619070802
"6751",170,-45,2008,3,14.4668808751349
"6752",120,0,2008,4,29.8739568458724
"6753",125,0,2008,4,29.9215206271442
"6754",130,0,2008,4,30.109072858939
"6755",135,0,2008,4,30.086897095214
"6756",140,0,2008,4,29.4237552349384
"6757",145,0,2008,4,29.265155939942
"6758",150,0,2008,4,29.0062920438522
"6759",155,0,2008,4,28.4395969542378
"6760",155,0,2008,4,28.4395969542378
"6761",160,0,2008,4,28.1771040472999
"6762",165,0,2008,4,27.9676894087841
"6763",170,0,2008,4,27.380799378349
"6764",175,0,2008,4,27.0612185249229
"6765",120,5,2008,4,29.5757083102093
"6766",125,5,2008,4,29.2290299329042
"6767",130,5,2008,4,29.441406269851
"6768",135,5,2008,4,29.4524603595291
"6769",140,5,2008,4,29.1892919652188
"6770",145,5,2008,4,29.2079527349137
"6771",150,5,2008,4,28.9002607853539
"6772",155,5,2008,4,28.6934313360569
"6773",170,5,2008,4,27.9017256966617
"6774",125,-5,2008,4,29.1294020497065
"6775",130,-5,2008,4,28.7657681410402
"6776",135,-5,2008,4,28.9171196161217
"6777",140,-5,2008,4,29.3580401546984
"6778",140,-5,2008,4,29.3580401546984
"6779",145,-5,2008,4,29.209024174042
"6780",145,-5,2008,4,29.209024174042
"6781",150,-5,2008,4,29.391843949672
"6782",155,-5,2008,4,29.3373567437112
"6783",160,-5,2008,4,29.0682325809
"6784",160,-5,2008,4,29.0682325809
"6785",165,-5,2008,4,29.0726458443214
"6786",170,-5,2008,4,28.9272445311054
"6787",170,-5,2008,4,28.9272445311054
"6788",175,-5,2008,4,28.6703152553165
"6789",110,10,2008,4,28.4518274170387
"6790",115,10,2008,4,28.72256080359
"6791",135,10,2008,4,28.4477440128764
"6792",140,10,2008,4,28.3569850968711
"6793",145,-10,2008,4,27.5030530433774
"6794",145,-10,2008,4,27.5030530433774
"6795",150,-10,2008,4,28.6026959209149
"6796",150,-10,2008,4,28.6026959209149
"6797",155,-10,2008,4,29.1364794846877
"6798",155,-10,2008,4,29.1364794846877
"6799",160,-10,2008,4,29.3078136545596
"6800",160,-10,2008,4,29.3078136545596
"6801",165,-10,2008,4,29.2183997544595
"6802",170,-10,2008,4,29.5832672248057
"6803",170,-10,2008,4,29.5832672248057
"6804",175,-10,2008,4,29.4608277979902
"6805",175,-10,2008,4,29.4608277979902
"6806",180,-10,2008,4,29.4799586727598
"6807",110,15,2008,4,27.3145955317932
"6808",115,15,2008,4,28.1885257310023
"6809",155,-15,2008,4,28.052464809452
"6810",155,-15,2008,4,28.052464809452
"6811",160,-15,2008,4,28.7092376937489
"6812",160,-15,2008,4,28.7092376937489
"6813",165,-15,2008,4,28.771729237662
"6814",170,-15,2008,4,29.0084924645299
"6815",175,-15,2008,4,29.302826713668
"6816",175,-15,2008,4,29.302826713668
"6817",180,-15,2008,4,29.21959055185
"6818",140,20,2008,4,27.6066598812038
"6819",125,25,2008,4,24.5389077384966
"6820",140,25,2008,4,23.393681359199
"6821",125,30,2008,4,14.8310745813773
"6822",130,30,2008,4,21.4982546836045
"6823",135,30,2008,4,19.8428247939725
"6824",140,30,2008,4,19.4836506386301
"6825",140,35,2008,4,18.5322586457114
"6826",140,40,2008,4,9.16773411390237
"6827",145,40,2008,4,7.88559007873878
"6828",170,-40,2008,4,18.3175386262948
"6829",175,-40,2008,4,17.9325544539871
"6830",170,-45,2008,4,13.7031861689435
"6831",120,0,2008,5,29.8718173194033
"6832",125,0,2008,5,29.4288978180993
"6833",130,0,2008,5,29.6411359849209
"6834",135,0,2008,5,29.9478957446667
"6835",140,0,2008,5,29.700726185389
"6836",145,0,2008,5,29.6292655224279
"6837",150,0,2008,5,29.4179986406554
"6838",155,0,2008,5,29.3686294970531
"6839",155,0,2008,5,29.3686294970531
"6840",160,0,2008,5,28.7702543263645
"6841",165,0,2008,5,28.4980935240388
"6842",170,0,2008,5,27.9786011244536
"6843",170,0,2008,5,27.9786011244536
"6844",175,0,2008,5,27.5327373021787
"6845",175,0,2008,5,27.5327373021787
"6846",180,0,2008,5,27.1481418783844
"6847",120,5,2008,5,29.5031743659198
"6848",125,5,2008,5,29.4706399237103
"6849",130,5,2008,5,29.6660159548158
"6850",135,5,2008,5,29.5834719404143
"6851",140,5,2008,5,29.6130926462809
"6852",145,5,2008,5,29.5270630384168
"6853",150,5,2008,5,29.2619400313375
"6854",155,5,2008,5,29.2390945503173
"6855",170,5,2008,5,28.2371524919156
"6856",175,5,2008,5,27.9616545203761
"6857",180,5,2008,5,27.7315444574002
"6858",125,-5,2008,5,28.5401617009911
"6859",130,-5,2008,5,28.2959311535134
"6860",135,-5,2008,5,27.7032293264682
"6861",140,-5,2008,5,28.2051653000246
"6862",145,-5,2008,5,29.1273423953955
"6863",150,-5,2008,5,29.5551894098563
"6864",155,-5,2008,5,29.4913662044396
"6865",160,-5,2008,5,29.5061274060765
"6866",160,-5,2008,5,29.5061274060765
"6867",165,-5,2008,5,29.3288186576608
"6868",170,-5,2008,5,29.2239505735978
"6869",175,-5,2008,5,28.9696390663967
"6870",175,-5,2008,5,28.9696390663967
"6871",180,-5,2008,5,28.7456955041248
"6872",110,10,2008,5,28.4117491963488
"6873",115,10,2008,5,29.2661313898086
"6874",145,-10,2008,5,26.5428560813105
"6875",150,-10,2008,5,27.7969440944319
"6876",150,-10,2008,5,27.7969440944319
"6877",155,-10,2008,5,28.8318639689796
"6878",160,-10,2008,5,29.063649617193
"6879",165,-10,2008,5,29.2913572624713
"6880",170,-10,2008,5,29.5201315195117
"6881",170,-10,2008,5,29.5201315195117
"6882",175,-10,2008,5,29.4389924772844
"6883",175,-10,2008,5,29.4389924772844
"6884",180,-10,2008,5,29.3382794896412
"6885",110,15,2008,5,28.5689888573619
"6886",115,15,2008,5,28.8071663475478
"6887",155,-15,2008,5,27.0858123477672
"6888",160,-15,2008,5,27.7494056109913
"6889",165,-15,2008,5,28.0779676494964
"6890",170,-15,2008,5,28.3826668952464
"6891",125,25,2008,5,25.9766027934261
"6892",125,30,2008,5,18.8278864391046
"6893",130,30,2008,5,23.1139387594313
"6894",135,30,2008,5,20.782063966531
"6895",140,30,2008,5,20.5967805057037
"6896",145,30,2008,5,20.9059100229331
"6897",140,35,2008,5,20.145992751035
"6898",145,35,2008,5,19.2496699219532
"6899",140,40,2008,5,11.79096510531
"6900",145,40,2008,5,11.4494926756168
"6901",120,0,2008,6,29.4667576454621
"6902",125,0,2008,6,29.09268120315
"6903",130,0,2008,6,29.2469502644111
"6904",135,0,2008,6,29.2550436314848
"6905",140,0,2008,6,29.0490153241844
"6906",145,0,2008,6,29.0880047257446
"6907",150,0,2008,6,29.1801267468728
"6908",155,0,2008,6,29.2698946514841
"6909",160,0,2008,6,29.0229322239894
"6910",165,0,2008,6,28.7538580545464
"6911",165,0,2008,6,28.7538580545464
"6912",170,0,2008,6,28.384634900062
"6913",170,0,2008,6,28.384634900062
"6914",175,0,2008,6,27.9376703343453
"6915",120,5,2008,6,29.2585177033162
"6916",125,5,2008,6,29.4519745794751
"6917",130,5,2008,6,29.3387057738724
"6918",135,5,2008,6,29.138623767234
"6919",140,5,2008,6,29.0522439870873
"6920",145,5,2008,6,29.2164518841257
"6921",150,5,2008,6,29.0494522292332
"6922",155,5,2008,6,29.0546173010895
"6923",170,5,2008,6,28.4629592663762
"6924",170,5,2008,6,28.4629592663762
"6925",175,5,2008,6,28.1941226098005
"6926",175,5,2008,6,28.1941226098005
"6927",125,-5,2008,6,27.8458409448156
"6928",130,-5,2008,6,27.4232807756654
"6929",135,-5,2008,6,26.8568481861935
"6930",140,-5,2008,6,26.3416370298804
"6931",140,-5,2008,6,26.3416370298804
"6932",145,-5,2008,6,28.7903003187146
"6933",150,-5,2008,6,29.2425050699123
"6934",155,-5,2008,6,29.1929843047287
"6935",160,-5,2008,6,29.2407539460475
"6936",160,-5,2008,6,29.2407539460475
"6937",165,-5,2008,6,29.2424054657356
"6938",165,-5,2008,6,29.2424054657356
"6939",170,-5,2008,6,28.9282475241556
"6940",175,-5,2008,6,28.928217828739
"6941",175,-5,2008,6,28.928217828739
"6942",180,-5,2008,6,28.8605598485273
"6943",110,10,2008,6,28.7244025611044
"6944",115,10,2008,6,29.2547981269164
"6945",140,10,2008,6,29.0209241789444
"6946",135,-10,2008,6,26.6347859218275
"6947",140,-10,2008,6,26.397333363834
"6948",145,-10,2008,6,25.90457759206
"6949",150,-10,2008,6,27.2464114072597
"6950",155,-10,2008,6,28.09698027115
"6951",160,-10,2008,6,28.5547872336461
"6952",165,-10,2008,6,28.6701175352153
"6953",170,-10,2008,6,28.7424511787744
"6954",175,-10,2008,6,28.8901305846251
"6955",175,-10,2008,6,28.8901305846251
"6956",180,-10,2008,6,28.9399057739002
"6957",110,15,2008,6,28.8192607134514
"6958",115,15,2008,6,29.2311803199095
"6959",155,-15,2008,6,26.606238491119
"6960",170,-15,2008,6,27.4587560599734
"6961",175,-15,2008,6,27.7056051577715
"6962",120,25,2008,6,26.8476317035308
"6963",125,25,2008,6,27.9833522107565
"6964",125,30,2008,6,22.8716014949304
"6965",130,30,2008,6,25.2451219145266
"6966",135,30,2008,6,24.6871643037024
"6967",140,30,2008,6,22.1805809828771
"6968",145,30,2008,6,23.7314673752834
"6969",130,35,2008,6,19.6078682655498
"6970",135,35,2008,6,21.135592996953
"6971",140,35,2008,6,20.9780106429042
"6972",145,35,2008,6,20.9956733681435
"6973",150,35,2008,6,21.0720742133848
"6974",140,40,2008,6,16.1010389074826
"6975",145,40,2008,6,14.6439011761204
"6976",120,0,2008,7,29.1498288449805
"6977",125,0,2008,7,28.4074716895729
"6978",130,0,2008,7,28.8322041151931
"6979",135,0,2008,7,29.2570173057645
"6980",140,0,2008,7,29.2747753910566
"6981",145,0,2008,7,29.3528180060152
"6982",150,0,2008,7,29.4738956716833
"6983",155,0,2008,7,29.4316802609739
"6984",155,0,2008,7,29.4316802609739
"6985",160,0,2008,7,29.1391765765389
"6986",160,0,2008,7,29.1391765765389
"6987",165,0,2008,7,28.932170451394
"6988",165,0,2008,7,28.932170451394
"6989",170,0,2008,7,28.5385005636908
"6990",170,0,2008,7,28.5385005636908
"6991",175,0,2008,7,28.2193222906653
"6992",175,0,2008,7,28.2193222906653
"6993",180,0,2008,7,28.1400649799581
"6994",120,5,2008,7,29.0244785029179
"6995",125,5,2008,7,29.3649082238524
"6996",130,5,2008,7,29.2631540613452
"6997",135,5,2008,7,29.6256529736356
"6998",140,5,2008,7,29.5077921519151
"6999",145,5,2008,7,29.5641679850642
"7000",150,5,2008,7,29.4354489319123
"7001",155,5,2008,7,29.1797499911128
"7002",155,5,2008,7,29.1797499911128
"7003",160,5,2008,7,29.0122658768918
"7004",165,5,2008,7,28.8959799404059
"7005",170,5,2008,7,28.5317844353017
"7006",175,5,2008,7,28.2345809758325
"7007",175,5,2008,7,28.2345809758325
"7008",180,5,2008,7,28.0688554324591
"7009",125,-5,2008,7,27.1539331823002
"7010",130,-5,2008,7,26.6412720358746
"7011",135,-5,2008,7,26.3005028164745
"7012",140,-5,2008,7,26.1638862351726
"7013",145,-5,2008,7,28.6364547856465
"7014",150,-5,2008,7,29.0860703971893
"7015",150,-5,2008,7,29.0860703971893
"7016",155,-5,2008,7,29.3071797394458
"7017",155,-5,2008,7,29.3071797394458
"7018",160,-5,2008,7,29.2283193095291
"7019",160,-5,2008,7,29.2283193095291
"7020",165,-5,2008,7,29.0449496239863
"7021",165,-5,2008,7,29.0449496239863
"7022",170,-5,2008,7,28.8054908657736
"7023",170,-5,2008,7,28.8054908657736
"7024",175,-5,2008,7,28.7107185054011
"7025",175,-5,2008,7,28.7107185054011
"7026",180,-5,2008,7,28.5326903100026
"7027",110,10,2008,7,28.5772958763817
"7028",115,10,2008,7,28.9609174070615
"7029",135,10,2008,7,29.442166611402
"7030",140,10,2008,7,29.373546741642
"7031",135,-10,2008,7,25.6879421388555
"7032",140,-10,2008,7,25.7397006134887
"7033",145,-10,2008,7,25.3499970581279
"7034",145,-10,2008,7,25.3499970581279
"7035",150,-10,2008,7,26.6750882833194
"7036",150,-10,2008,7,26.6750882833194
"7037",155,-10,2008,7,27.9577883235703
"7038",160,-10,2008,7,28.3158004452038
"7039",165,-10,2008,7,28.3651670864738
"7040",170,-10,2008,7,28.4185888490511
"7041",175,-10,2008,7,28.4728306344946
"7042",175,-10,2008,7,28.4728306344946
"7043",180,-10,2008,7,28.544807619496
"7044",110,15,2008,7,29.1332435970429
"7045",115,15,2008,7,29.0777476610134
"7046",175,-15,2008,7,27.1146326570693
"7047",120,25,2008,7,27.6875111643224
"7048",125,25,2008,7,29.2595025001922
"7049",125,30,2008,7,27.8245781308112
"7050",130,30,2008,7,28.6211932236434
"7051",135,30,2008,7,28.0354263663901
"7052",140,30,2008,7,27.3170837004063
"7053",145,30,2008,7,26.5929863630136
"7054",130,35,2008,7,25.6246121835174
"7055",135,35,2008,7,25.9551702768035
"7056",140,35,2008,7,25.7823628028825
"7057",145,35,2008,7,24.0807395952466
"7058",150,35,2008,7,23.8828027062358
"7059",155,35,2008,7,23.165752067405
"7060",140,40,2008,7,20.5571491730956
"7061",145,40,2008,7,18.740266754061
"7062",150,40,2008,7,18.2323770517356
"7063",120,0,2008,8,29.2558279850754
"7064",125,0,2008,8,28.1938032634808
"7065",130,0,2008,8,28.9664999676513
"7066",135,0,2008,8,29.355242672616
"7067",140,0,2008,8,29.4092887252361
"7068",145,0,2008,8,29.518119285904
"7069",150,0,2008,8,29.6038610901982
"7070",155,0,2008,8,29.3354500496372
"7071",155,0,2008,8,29.3354500496372
"7072",160,0,2008,8,29.019511306859
"7073",160,0,2008,8,29.019511306859
"7074",165,0,2008,8,28.7957857325908
"7075",165,0,2008,8,28.7957857325908
"7076",170,0,2008,8,28.6104566099956
"7077",175,0,2008,8,28.0945808539253
"7078",175,0,2008,8,28.0945808539253
"7079",180,0,2008,8,27.9606280581958
"7080",120,5,2008,8,29.1261995070392
"7081",125,5,2008,8,29.3992920915755
"7082",130,5,2008,8,29.4680998298722
"7083",140,5,2008,8,29.9006098681387
"7084",145,5,2008,8,29.7738480251557
"7085",150,5,2008,8,29.7572739384842
"7086",155,5,2008,8,29.4306009130073
"7087",160,5,2008,8,29.2541250576688
"7088",165,5,2008,8,29.0144201583548
"7089",170,5,2008,8,28.8916677874813
"7090",170,5,2008,8,28.8916677874813
"7091",175,5,2008,8,28.4944412654243
"7092",180,5,2008,8,28.4961079517242
"7093",125,-5,2008,8,26.6697524616243
"7094",130,-5,2008,8,26.0775682881642
"7095",135,-5,2008,8,25.4176028501277
"7096",140,-5,2008,8,25.5507018338343
"7097",145,-5,2008,8,28.74863677919
"7098",145,-5,2008,8,28.74863677919
"7099",150,-5,2008,8,29.2515192729171
"7100",150,-5,2008,8,29.2515192729171
"7101",155,-5,2008,8,29.1949767370405
"7102",155,-5,2008,8,29.1949767370405
"7103",160,-5,2008,8,29.1287009699491
"7104",160,-5,2008,8,29.1287009699491
"7105",165,-5,2008,8,29.0285081028008
"7106",170,-5,2008,8,28.7954643434374
"7107",170,-5,2008,8,28.7954643434374
"7108",175,-5,2008,8,28.5996714575024
"7109",175,-5,2008,8,28.5996714575024
"7110",180,-5,2008,8,28.3281492392911
"7111",110,10,2008,8,29.3591925704696
"7112",115,10,2008,8,29.0844451668637
"7113",135,10,2008,8,29.9607600515051
"7114",140,10,2008,8,29.9048442750433
"7115",150,10,2008,8,29.5404142542628
"7116",145,-10,2008,8,24.6682347320717
"7117",145,-10,2008,8,24.6682347320717
"7118",155,-10,2008,8,27.7977014739859
"7119",155,-10,2008,8,27.7977014739859
"7120",160,-10,2008,8,28.5726221890321
"7121",160,-10,2008,8,28.5726221890321
"7122",165,-10,2008,8,28.3499598928952
"7123",170,-10,2008,8,28.3269462084108
"7124",170,-10,2008,8,28.3269462084108
"7125",175,-10,2008,8,28.2858787752277
"7126",175,-10,2008,8,28.2858787752277
"7127",180,-10,2008,8,28.3531449184324
"7128",110,15,2008,8,29.0677747049349
"7129",115,15,2008,8,29.0521300419323
"7130",155,-15,2008,8,25.8237855160642
"7131",125,25,2008,8,29.0773299132314
"7132",140,25,2008,8,29.5396206621248
"7133",125,30,2008,8,28.2395938810518
"7134",130,30,2008,8,28.992570865996
"7135",135,30,2008,8,28.8984884850488
"7136",140,30,2008,8,28.8630844274585
"7137",145,30,2008,8,28.32729509753
"7138",130,35,2008,8,26.5293996849019
"7139",135,35,2008,8,27.4151893625893
"7140",140,35,2008,8,26.8626374263439
"7141",145,35,2008,8,27.3373066228718
"7142",150,35,2008,8,26.8052341318506
"7143",155,35,2008,8,26.3062709570784
"7144",140,40,2008,8,23.4262823885478
"7145",145,40,2008,8,20.7433335349872
"7146",150,40,2008,8,21.9706230689971
"7147",155,40,2008,8,21.8693764564091
"7148",120,0,2008,9,29.8318119739886
"7149",125,0,2008,9,28.8809358815968
"7150",130,0,2008,9,29.3538132396244
"7151",135,0,2008,9,29.8548527563787
"7152",140,0,2008,9,29.9571059482292
"7153",145,0,2008,9,30.1440626995208
"7154",150,0,2008,9,30.0951106165303
"7155",155,0,2008,9,29.8639536319834
"7156",155,0,2008,9,29.8639536319834
"7157",160,0,2008,9,29.5955061035189
"7158",160,0,2008,9,29.5955061035189
"7159",165,0,2008,9,28.9921348279296
"7160",170,0,2008,9,28.8090262242948
"7161",175,0,2008,9,28.2139742746722
"7162",120,5,2008,9,29.6427083514921
"7163",125,5,2008,9,29.6798556557397
"7164",130,5,2008,9,29.5361300517659
"7165",140,5,2008,9,29.8402590113313
"7166",150,5,2008,9,29.8980861881269
"7167",155,5,2008,9,29.4409410228445
"7168",155,5,2008,9,29.4409410228445
"7169",160,5,2008,9,29.3824552769407
"7170",165,5,2008,9,29.1614211669972
"7171",170,5,2008,9,29.0581679178465
"7172",175,5,2008,9,28.7870861284233
"7173",125,-5,2008,9,27.6890656871389
"7174",130,-5,2008,9,27.5625209053546
"7175",135,-5,2008,9,27.0094771525487
"7176",135,-5,2008,9,27.0094771525487
"7177",140,-5,2008,9,26.6792376129716
"7178",145,-5,2008,9,29.4378384234103
"7179",145,-5,2008,9,29.4378384234103
"7180",150,-5,2008,9,29.6929072880906
"7181",155,-5,2008,9,29.7953949969767
"7182",155,-5,2008,9,29.7953949969767
"7183",160,-5,2008,9,29.6733211480527
"7184",160,-5,2008,9,29.6733211480527
"7185",165,-5,2008,9,29.4047518589139
"7186",165,-5,2008,9,29.4047518589139
"7187",170,-5,2008,9,28.930118307691
"7188",170,-5,2008,9,28.930118307691
"7189",175,-5,2008,9,28.7845196591598
"7190",175,-5,2008,9,28.7845196591598
"7191",180,-5,2008,9,28.498950881743
"7192",110,10,2008,9,29.0806478247262
"7193",115,10,2008,9,28.8943185509733
"7194",140,-10,2008,9,26.2527531024637
"7195",155,-10,2008,9,28.0155813853633
"7196",155,-10,2008,9,28.0155813853633
"7197",160,-10,2008,9,28.4535045731776
"7198",160,-10,2008,9,28.4535045731776
"7199",165,-10,2008,9,28.3858379168399
"7200",165,-10,2008,9,28.3858379168399
"7201",170,-10,2008,9,28.484153175886
"7202",170,-10,2008,9,28.484153175886
"7203",175,-10,2008,9,28.5385828464232
"7204",175,-10,2008,9,28.5385828464232
"7205",180,-10,2008,9,28.2412399123396
"7206",110,15,2008,9,29.0354286174564
"7207",115,15,2008,9,29.0314260620539
"7208",170,-15,2008,9,27.1965933810346
"7209",175,-15,2008,9,27.0371713455717
"7210",180,-15,2008,9,26.8131540174465
"7211",125,25,2008,9,28.2681903385206
"7212",125,30,2008,9,27.2288820154166
"7213",130,30,2008,9,28.0635417671957
"7214",135,30,2008,9,28.5521742166137
"7215",140,30,2008,9,28.5477473973461
"7216",145,30,2008,9,28.1221643159933
"7217",125,35,2008,9,24.8576856560144
"7218",130,35,2008,9,25.2450742747572
"7219",140,35,2008,9,26.163195815701
"7220",145,35,2008,9,26.8980331449945
"7221",150,35,2008,9,26.902171168146
"7222",140,40,2008,9,22.5266666351943
"7223",145,40,2008,9,21.0428418251926
"7224",150,40,2008,9,22.9715913583656
"7225",120,0,2008,10,29.9490379628507
"7226",125,0,2008,10,29.438800282837
"7227",130,0,2008,10,29.6811334994311
"7228",135,0,2008,10,30.1028382678108
"7229",140,0,2008,10,30.0593959409668
"7230",145,0,2008,10,30.1237785332694
"7231",150,0,2008,10,30.1055265998674
"7232",155,0,2008,10,30.0289359397606
"7233",160,0,2008,10,29.6498687486122
"7234",160,0,2008,10,29.6498687486122
"7235",165,0,2008,10,29.0335359543286
"7236",165,0,2008,10,29.0335359543286
"7237",170,0,2008,10,28.5526750202851
"7238",170,0,2008,10,28.5526750202851
"7239",175,0,2008,10,28.3894552528502
"7240",175,0,2008,10,28.3894552528502
"7241",120,5,2008,10,29.9245926676889
"7242",125,5,2008,10,30.0345011518162
"7243",130,5,2008,10,29.9608443624955
"7244",140,5,2008,10,30.1689877108916
"7245",145,5,2008,10,29.990473739288
"7246",150,5,2008,10,30.0019410566586
"7247",155,5,2008,10,29.7260223537141
"7248",160,5,2008,10,29.4828527151556
"7249",160,5,2008,10,29.4828527151556
"7250",165,5,2008,10,29.4118939446316
"7251",165,5,2008,10,29.4118939446316
"7252",170,5,2008,10,29.3576205893382
"7253",170,5,2008,10,29.3576205893382
"7254",175,5,2008,10,29.0445186669159
"7255",175,5,2008,10,29.0445186669159
"7256",125,-5,2008,10,28.6406830970177
"7257",130,-5,2008,10,28.5318515658916
"7258",135,-5,2008,10,28.4249786908795
"7259",140,-5,2008,10,28.4138653227623
"7260",145,-5,2008,10,29.7985612027688
"7261",150,-5,2008,10,30.3415291215914
"7262",150,-5,2008,10,30.3415291215914
"7263",155,-5,2008,10,30.1162905572405
"7264",155,-5,2008,10,30.1162905572405
"7265",160,-5,2008,10,29.8298291258469
"7266",160,-5,2008,10,29.8298291258469
"7267",165,-5,2008,10,29.4365892989265
"7268",165,-5,2008,10,29.4365892989265
"7269",170,-5,2008,10,29.1277278863339
"7270",170,-5,2008,10,29.1277278863339
"7271",175,-5,2008,10,28.9523438210086
"7272",175,-5,2008,10,28.9523438210086
"7273",180,-5,2008,10,28.7028789834571
"7274",110,10,2008,10,29.0257278314814
"7275",115,10,2008,10,29.295265325838
"7276",150,-10,2008,10,27.490145039736
"7277",155,-10,2008,10,28.486637427227
"7278",160,-10,2008,10,28.8954265706173
"7279",160,-10,2008,10,28.8954265706173
"7280",165,-10,2008,10,28.656267844757
"7281",165,-10,2008,10,28.656267844757
"7282",170,-10,2008,10,28.8045600094373
