SA_fleet	species	age_quarters	selectivity
P-ALL-3	BET	16	0.08
P-ALL-3	BET	17	0.04
P-ALL-3	BET	18	0.02
P-ALL-3	BET	19	0
P-ALL-3	BET	20	0
P-ALL-3	BET	21	0
P-ALL-3	BET	22	0
P-ALL-3	BET	23	0
P-ALL-3	BET	24	0
P-ALL-3	BET	25	0
P-ALL-3	BET	26	0
P-ALL-3	BET	27	0
P-ALL-3	BET	28	0
P-ALL-3	BET	29	0
P-ALL-3	BET	30	0
P-ALL-3	BET	31	0
P-ALL-3	BET	32	0
P-ALL-3	BET	33	0
P-ALL-3	BET	34	0
P-ALL-3	BET	35	0
P-ALL-3	BET	36	0
P-ALL-3	BET	37	0
P-ALL-3	BET	38	0
P-ALL-3	BET	39	0
P-ALL-3	BET	40	0
P-ALL-8	BET	1	0
P-ALL-8	BET	2	0
P-ALL-8	BET	3	0.05
P-ALL-8	BET	4	0.37
P-ALL-8	BET	5	1
P-ALL-8	BET	6	0.89
P-ALL-8	BET	7	0.48
P-ALL-8	BET	8	0.24
P-ALL-8	BET	9	0.15
P-ALL-8	BET	10	0.15
P-ALL-8	BET	11	0.16
P-ALL-8	BET	12	0.19
P-ALL-8	BET	13	0.21
P-ALL-8	BET	14	0.19
P-ALL-8	BET	15	0.13
P-ALL-8	BET	16	0.08
P-ALL-8	BET	17	0.04
P-ALL-8	BET	18	0.02
P-ALL-8	BET	19	0
P-ALL-8	BET	20	0
P-ALL-8	BET	21	0
P-ALL-8	BET	22	0
P-ALL-8	BET	23	0
P-ALL-8	BET	24	0
P-ALL-8	BET	25	0
P-ALL-8	BET	26	0
P-ALL-8	BET	27	0
P-ALL-8	BET	28	0
P-ALL-8	BET	29	0
P-ALL-8	BET	30	0
P-ALL-8	BET	31	0
P-ALL-8	BET	32	0
P-ALL-8	BET	33	0
P-ALL-8	BET	34	0
P-ALL-8	BET	35	0
P-ALL-8	BET	36	0
P-ALL-8	BET	37	0
P-ALL-8	BET	38	0
P-ALL-8	BET	39	0
P-ALL-8	BET	40	0
S-JP-1	BET	1	0.02
S-JP-1	BET	2	0.02
S-JP-1	BET	3	0.06
S-JP-1	BET	4	0.37
S-JP-1	BET	5	1
S-JP-1	BET	6	0.91
S-JP-1	BET	7	0.48
S-JP-1	BET	8	0.24
S-JP-1	BET	9	0.16
S-JP-1	BET	10	0.16
S-JP-1	BET	11	0.18
S-JP-1	BET	12	0.21
S-JP-1	BET	13	0.23
S-JP-1	BET	14	0.19
S-JP-1	BET	15	0.14
S-JP-1	BET	16	0.08
S-JP-1	BET	17	0.05
S-JP-1	BET	18	0.02
S-JP-1	BET	19	0.02
S-JP-1	BET	20	0.02
S-JP-1	BET	21	0.02
S-JP-1	BET	22	0.02
S-JP-1	BET	23	0.02
S-JP-1	BET	24	0.02
S-JP-1	BET	25	0.02
S-JP-1	BET	26	0.02
S-JP-1	BET	27	0.02
S-JP-1	BET	28	0.02
S-JP-1	BET	29	0.02
S-JP-1	BET	30	0.02
S-JP-1	BET	31	0.02
S-JP-1	BET	32	0.02
S-JP-1	BET	33	0.02
S-JP-1	BET	34	0.02
S-JP-1	BET	35	0.02
S-JP-1	BET	36	0.02
S-JP-1	BET	37	0.02
S-JP-1	BET	38	0.02
S-JP-1	BET	39	0.02
S-JP-1	BET	40	0.02
Misc-ID-7	BET	1	0.28
Misc-ID-7	BET	2	0.59
Misc-ID-7	BET	3	1
Misc-ID-7	BET	4	0.29
Misc-ID-7	BET	5	0.05
Misc-ID-7	BET	6	0.04
Misc-ID-7	BET	7	0.09
Misc-ID-7	BET	8	0.12
Misc-ID-7	BET	9	0.04
Misc-ID-7	BET	10	0
Misc-ID-7	BET	11	0
Misc-ID-7	BET	12	0
Misc-ID-7	BET	13	0
Misc-ID-7	BET	14	0
Misc-ID-7	BET	15	0
Misc-ID-7	BET	16	0
Misc-ID-7	BET	17	0
Misc-ID-7	BET	18	0
Misc-ID-7	BET	19	0
Misc-ID-7	BET	20	0
Misc-ID-7	BET	21	0
Misc-ID-7	BET	22	0
Misc-ID-7	BET	23	0
Misc-ID-7	BET	24	0
Misc-ID-7	BET	25	0
Misc-ID-7	BET	26	0
Misc-ID-7	BET	27	0
Misc-ID-7	BET	28	0
Misc-ID-7	BET	29	0
Misc-ID-7	BET	30	0
Misc-ID-7	BET	31	0
Misc-ID-7	BET	32	0
Misc-ID-7	BET	33	0
Misc-ID-7	BET	34	0
Misc-ID-7	BET	35	0
Misc-ID-7	BET	36	0
Misc-ID-7	BET	37	0
Misc-ID-7	BET	38	0
Misc-ID-7	BET	39	0
Misc-ID-7	BET	40	0
P-ALL-7	BET	1	0.28
P-ALL-7	BET	2	0.58
P-ALL-7	BET	3	1
P-ALL-7	BET	4	0.29
P-ALL-7	BET	5	0.06
P-ALL-7	BET	6	0.04
P-ALL-7	BET	7	0.09
P-ALL-7	BET	8	0.12
P-ALL-7	BET	9	0.04
P-ALL-7	BET	10	0
P-ALL-7	BET	11	0
P-ALL-7	BET	12	0
P-ALL-7	BET	13	0
P-ALL-7	BET	14	0
P-ALL-7	BET	15	0
P-ALL-7	BET	16	0
P-ALL-7	BET	17	0
P-ALL-7	BET	18	0
P-ALL-7	BET	19	0
P-ALL-7	BET	20	0
P-ALL-7	BET	21	0
P-ALL-7	BET	22	0
P-ALL-7	BET	23	0
P-ALL-7	BET	24	0
P-ALL-7	BET	25	0
P-ALL-7	BET	26	0
P-ALL-7	BET	27	0
P-ALL-7	BET	28	0
P-ALL-7	BET	29	0
P-ALL-7	BET	30	0
P-ALL-7	BET	31	0
P-ALL-7	BET	32	0
P-ALL-7	BET	33	0
P-ALL-7	BET	34	0
P-ALL-7	BET	35	0
P-ALL-7	BET	36	0
P-ALL-7	BET	37	0
P-ALL-7	BET	38	0
P-ALL-7	BET	39	0
P-ALL-7	BET	40	0
Misc-VN-7	BET	1	0.28
Misc-VN-7	BET	2	0.59
Misc-VN-7	BET	3	1
Misc-VN-7	BET	4	0.29
Misc-VN-7	BET	5	0.07
Misc-VN-7	BET	6	0.05
Misc-VN-7	BET	7	0.08
Misc-VN-7	BET	8	0.12
Misc-VN-7	BET	9	0.04
Misc-VN-7	BET	10	0
Misc-VN-7	BET	11	0
Misc-VN-7	BET	12	0
Misc-VN-7	BET	13	0
Misc-VN-7	BET	14	0
Misc-VN-7	BET	15	0
Misc-VN-7	BET	16	0
Misc-VN-7	BET	17	0
Misc-VN-7	BET	18	0
Misc-VN-7	BET	19	0
Misc-VN-7	BET	20	0
Misc-VN-7	BET	21	0
Misc-VN-7	BET	22	0
Misc-VN-7	BET	23	0
Misc-VN-7	BET	24	0
Misc-VN-7	BET	25	0
Misc-VN-7	BET	26	0
Misc-VN-7	BET	27	0
Misc-VN-7	BET	28	0
Misc-VN-7	BET	29	0
Misc-VN-7	BET	30	0
Misc-VN-7	BET	31	0
Misc-VN-7	BET	32	0
Misc-VN-7	BET	33	0
Misc-VN-7	BET	34	0
Misc-VN-7	BET	35	0
Misc-VN-7	BET	36	0
Misc-VN-7	BET	37	0
Misc-VN-7	BET	38	0
Misc-VN-7	BET	39	0
Misc-VN-7	BET	40	0
S-ASS-ALL-7	BET	1	0.04
S-ASS-ALL-7	BET	2	0.08
S-ASS-ALL-7	BET	3	0.26
S-ASS-ALL-7	BET	4	0.72
S-ASS-ALL-7	BET	5	1
S-ASS-ALL-7	BET	6	0.75
S-ASS-ALL-7	BET	7	0.43
S-ASS-ALL-7	BET	8	0.27
S-ASS-ALL-7	BET	9	0.21
S-ASS-ALL-7	BET	10	0.23
S-ASS-ALL-7	BET	11	0.23
S-ASS-ALL-7	BET	12	0.19
S-ASS-ALL-7	BET	13	0.1
S-ASS-ALL-7	BET	14	0.03
S-ASS-ALL-7	BET	15	0
S-ASS-ALL-7	BET	16	0
S-ASS-ALL-7	BET	17	0
S-ASS-ALL-7	BET	18	0
S-ASS-ALL-7	BET	19	0
S-ASS-ALL-7	BET	20	0
S-ASS-ALL-7	BET	21	0
S-ASS-ALL-7	BET	22	0
S-ASS-ALL-7	BET	23	0
S-ASS-ALL-7	BET	24	0
S-ASS-ALL-7	BET	25	0
S-ASS-ALL-7	BET	26	0
S-ASS-ALL-7	BET	27	0
S-ASS-ALL-7	BET	28	0
S-ASS-ALL-7	BET	29	0
S-ASS-ALL-7	BET	30	0
S-ASS-ALL-7	BET	31	0
S-ASS-ALL-7	BET	32	0
S-ASS-ALL-7	BET	33	0
S-ASS-ALL-7	BET	34	0
S-ASS-ALL-7	BET	35	0
S-ASS-ALL-7	BET	36	0
S-ASS-ALL-7	BET	37	0
S-ASS-ALL-7	BET	38	0
S-ASS-ALL-7	BET	39	0
S-ASS-ALL-7	BET	40	0
S-ID-PH-7	BET	1	0
S-ID-PH-7	BET	2	0.08
S-ID-PH-7	BET	3	0.26
S-ID-PH-7	BET	4	0.71
S-ID-PH-7	BET	5	1
S-ID-PH-7	BET	6	0.75
S-ID-PH-7	BET	7	0.45
S-ID-PH-7	BET	8	0.27
S-ID-PH-7	BET	9	0.22
S-ID-PH-7	BET	10	0.22
S-ID-PH-7	BET	11	0.24
S-ID-PH-7	BET	12	0.19
S-ID-PH-7	BET	13	0.12
S-ID-PH-7	BET	14	0.05
S-ID-PH-7	BET	15	0.02
S-ID-PH-7	BET	16	0
S-ID-PH-7	BET	17	0
S-ID-PH-7	BET	18	0
S-ID-PH-7	BET	19	0
S-ID-PH-7	BET	20	0
S-ID-PH-7	BET	21	0
S-ID-PH-7	BET	22	0
S-ID-PH-7	BET	23	0
S-ID-PH-7	BET	24	0
S-ID-PH-7	BET	25	0
S-ID-PH-7	BET	26	0
S-ID-PH-7	BET	27	0
S-ID-PH-7	BET	28	0
S-ID-PH-7	BET	29	0
S-ID-PH-7	BET	30	0
S-ID-PH-7	BET	31	0
S-ID-PH-7	BET	32	0
S-ID-PH-7	BET	33	0
S-ID-PH-7	BET	34	0
S-ID-PH-7	BET	35	0
S-ID-PH-7	BET	36	0
S-ID-PH-7	BET	37	0
S-ID-PH-7	BET	38	0
S-ID-PH-7	BET	39	0
S-ID-PH-7	BET	40	0
S-ASS-ALL-8	BET	1	0.05
S-ASS-ALL-8	BET	2	0.08
S-ASS-ALL-8	BET	3	0.26
S-ASS-ALL-8	BET	4	0.71
S-ASS-ALL-8	BET	5	1
S-ASS-ALL-8	BET	6	0.75
S-ASS-ALL-8	BET	7	0.45
S-ASS-ALL-8	BET	8	0.27
S-ASS-ALL-8	BET	9	0.23
S-ASS-ALL-8	BET	10	0.23
S-ASS-ALL-8	BET	11	0.24
S-ASS-ALL-8	BET	12	0.19
S-ASS-ALL-8	BET	13	0.11
S-ASS-ALL-8	BET	14	0.05
S-ASS-ALL-8	BET	15	0.02
S-ASS-ALL-8	BET	16	0
S-ASS-ALL-8	BET	17	0
S-ASS-ALL-8	BET	18	0
S-ASS-ALL-8	BET	19	0
S-ASS-ALL-8	BET	20	0
S-ASS-ALL-8	BET	21	0
S-ASS-ALL-8	BET	22	0
S-ASS-ALL-8	BET	23	0
S-ASS-ALL-8	BET	24	0
S-ASS-ALL-8	BET	25	0
S-ASS-ALL-8	BET	26	0
S-ASS-ALL-8	BET	27	0
S-ASS-ALL-8	BET	28	0
S-ASS-ALL-8	BET	29	0
S-ASS-ALL-8	BET	30	0
S-ASS-ALL-8	BET	31	0
S-ASS-ALL-8	BET	32	0
S-ASS-ALL-8	BET	33	0
S-ASS-ALL-8	BET	34	0
S-ASS-ALL-8	BET	35	0
S-ASS-ALL-8	BET	36	0
S-ASS-ALL-8	BET	37	0
S-ASS-ALL-8	BET	38	0
S-ASS-ALL-8	BET	39	0
S-ASS-ALL-8	BET	40	0
L-ALL-9	BET	1	0
L-ALL-9	BET	2	0
L-ALL-9	BET	3	0
L-ALL-9	BET	4	0
L-ALL-9	BET	5	0
L-ALL-9	BET	6	0
L-ALL-9	BET	7	0.03
L-ALL-9	BET	8	0.04
L-ALL-9	BET	9	0.1
L-ALL-9	BET	10	0.18
L-ALL-9	BET	11	0.31
L-ALL-9	BET	12	0.47
L-ALL-9	BET	13	0.62
L-ALL-9	BET	14	0.78
L-ALL-9	BET	15	0.91
L-ALL-9	BET	16	0.99
L-ALL-9	BET	17	1
L-ALL-9	BET	18	0.95
L-ALL-9	BET	19	0.89
L-ALL-9	BET	20	0.78
L-ALL-9	BET	21	0.67
L-ALL-9	BET	22	0.57
L-ALL-9	BET	23	0.48
L-ALL-9	BET	24	0.4
L-ALL-9	BET	25	0.34
L-ALL-9	BET	26	0.29
L-ALL-9	BET	27	0.26
L-ALL-9	BET	28	0.23
L-ALL-9	BET	29	0.2
L-ALL-9	BET	30	0.18
L-ALL-9	BET	31	0.17
L-ALL-9	BET	32	0.15
L-ALL-9	BET	33	0.15
L-ALL-9	BET	34	0.13
L-ALL-9	BET	35	0.13
L-ALL-9	BET	36	0.13
L-ALL-9	BET	37	0.13
L-ALL-9	BET	38	0.13
L-ALL-9	BET	39	0.13
L-ALL-9	BET	40	0.13
S-UNA-ALL-7	BET	1	0.02
S-UNA-ALL-7	BET	2	0.05
S-UNA-ALL-7	BET	3	0.15
S-UNA-ALL-7	BET	4	0.5
S-UNA-ALL-7	BET	5	0.97
S-UNA-ALL-7	BET	6	1
S-UNA-ALL-7	BET	7	0.73
S-UNA-ALL-7	BET	8	0.5
S-UNA-ALL-7	BET	9	0.37
S-UNA-ALL-7	BET	10	0.34
S-UNA-ALL-7	BET	11	0.4
S-UNA-ALL-7	BET	12	0.5
S-UNA-ALL-7	BET	13	0.62
S-UNA-ALL-7	BET	14	0.69
S-UNA-ALL-7	BET	15	0.65
S-UNA-ALL-7	BET	16	0.51
S-UNA-ALL-7	BET	17	0.34
S-UNA-ALL-7	BET	18	0.18
S-UNA-ALL-7	BET	19	0.08
S-UNA-ALL-7	BET	20	0.05
S-UNA-ALL-7	BET	21	0.02
S-UNA-ALL-7	BET	22	0
S-UNA-ALL-7	BET	23	0
S-UNA-ALL-7	BET	24	0
S-UNA-ALL-7	BET	25	0
S-UNA-ALL-7	BET	26	0
S-UNA-ALL-7	BET	27	0
S-UNA-ALL-7	BET	28	0
S-UNA-ALL-7	BET	29	0
S-UNA-ALL-7	BET	30	0
S-UNA-ALL-7	BET	31	0
S-UNA-ALL-7	BET	32	0
S-UNA-ALL-7	BET	33	0
S-UNA-ALL-7	BET	34	0
S-UNA-ALL-7	BET	35	0
S-UNA-ALL-7	BET	36	0
S-UNA-ALL-7	BET	37	0
S-UNA-ALL-7	BET	38	0
S-UNA-ALL-7	BET	39	0
S-UNA-ALL-7	BET	40	0
S-UNA-ALL-8	BET	1	0.03
S-UNA-ALL-8	BET	2	0.05
S-UNA-ALL-8	BET	3	0.16
S-UNA-ALL-8	BET	4	0.49
S-UNA-ALL-8	BET	5	0.97
S-UNA-ALL-8	BET	6	1
S-UNA-ALL-8	BET	7	0.73
S-UNA-ALL-8	BET	8	0.5
S-UNA-ALL-8	BET	9	0.37
S-UNA-ALL-8	BET	10	0.35
S-UNA-ALL-8	BET	11	0.4
S-UNA-ALL-8	BET	12	0.51
S-UNA-ALL-8	BET	13	0.63
S-UNA-ALL-8	BET	14	0.68
S-UNA-ALL-8	BET	15	0.65
S-UNA-ALL-8	BET	16	0.53
S-UNA-ALL-8	BET	17	0.35
S-UNA-ALL-8	BET	18	0.19
S-UNA-ALL-8	BET	19	0.1
S-UNA-ALL-8	BET	20	0.05
S-UNA-ALL-8	BET	21	0.03
S-UNA-ALL-8	BET	22	0.02
S-UNA-ALL-8	BET	23	0.02
S-UNA-ALL-8	BET	24	0.02
S-UNA-ALL-8	BET	25	0.02
S-UNA-ALL-8	BET	26	0
S-UNA-ALL-8	BET	27	0
S-UNA-ALL-8	BET	28	0
S-UNA-ALL-8	BET	29	0
S-UNA-ALL-8	BET	30	0
S-UNA-ALL-8	BET	31	0
S-UNA-ALL-8	BET	32	0
S-UNA-ALL-8	BET	33	0
S-UNA-ALL-8	BET	34	0
S-UNA-ALL-8	BET	35	0
S-UNA-ALL-8	BET	36	0
S-UNA-ALL-8	BET	37	0
S-UNA-ALL-8	BET	38	0
S-UNA-ALL-8	BET	39	0
S-UNA-ALL-8	BET	40	0
L-AU-9	BET	1	0
L-AU-9	BET	2	0
L-AU-9	BET	3	0
L-AU-9	BET	4	0
L-AU-9	BET	5	0
L-AU-9	BET	6	0.02
L-AU-9	BET	7	0.05
L-AU-9	BET	8	0.15
L-AU-9	BET	9	0.34
L-AU-9	BET	10	0.56
L-AU-9	BET	11	0.76
L-AU-9	BET	12	0.92
L-AU-9	BET	13	0.98
L-AU-9	BET	14	1
L-AU-9	BET	15	0.99
L-AU-9	BET	16	0.94
L-AU-9	BET	17	0.88
L-AU-9	BET	18	0.83
L-AU-9	BET	19	0.79
L-AU-9	BET	20	0.77
L-AU-9	BET	21	0.75
L-AU-9	BET	22	0.75
L-AU-9	BET	23	0.73
L-AU-9	BET	24	0.73
L-AU-9	BET	25	0.73
L-AU-9	BET	26	0.73
L-AU-9	BET	27	0.73
L-AU-9	BET	28	0.73
L-AU-9	BET	29	0.73
L-AU-9	BET	30	0.73
L-AU-9	BET	31	0.75
L-AU-9	BET	32	0.75
L-AU-9	BET	33	0.75
L-AU-9	BET	34	0.75
L-AU-9	BET	35	0.75
L-AU-9	BET	36	0.75
L-AU-9	BET	37	0.75
L-AU-9	BET	38	0.75
L-AU-9	BET	39	0.75
L-AU-9	BET	40	0.75
